Sample,AveragePathLength
1,1
2,1
3,1
4,1.25
5,1.4
6,1.5
7,1.57143
8,1.625
9,1.55556
10,1.6
11,1.54545
12,1.5
13,1.46154
14,1.42857
15,1.4
16,1.4375
17,1.41176
18,1.44444
19,1.47368
20,1.45
21,1.42857
22,1.40909
23,1.3913
24,1.41667
25,1.44
26,1.42308
27,1.40741
28,1.42857
29,1.41379
30,1.4
31,1.41935
32,1.40625
33,1.39394
34,1.38235
35,1.37143
36,1.38889
37,1.40541
38,1.39474
39,1.38462
40,1.375
41,1.36585
42,1.35714
43,1.37209
44,1.36364
45,1.37778
46,1.36957
47,1.3617
48,1.35417
49,1.34694
50,1.36
51,1.35294
52,1.36538
53,1.37736
54,1.37037
55,1.36364
56,1.35714
57,1.36842
58,1.37931
59,1.38983
60,1.4
61,1.39344
62,1.40323
63,1.39683
64,1.39062
65,1.38462
66,1.37879
67,1.37313
68,1.38235
69,1.3913
70,1.38571
71,1.38028
72,1.375
73,1.36986
74,1.36486
75,1.37333
76,1.38158
77,1.38961
78,1.39744
79,1.40506
80,1.4
81,1.39506
82,1.39024
83,1.38554
84,1.38095
85,1.38824
86,1.38372
87,1.37931
88,1.38636
89,1.39326
90,1.4
91,1.40659
92,1.40217
93,1.39785
94,1.39362
95,1.38947
96,1.38542
97,1.38144
98,1.37755
99,1.37374
100,1.37
101,1.37624
102,1.38235
103,1.37864
104,1.375
105,1.38095
106,1.38679
107,1.39252
108,1.39815
109,1.40367
110,1.4
111,1.40541
112,1.41071
113,1.40708
114,1.40351
115,1.4087
116,1.40517
117,1.40171
118,1.39831
119,1.39496
120,1.4
121,1.39669
122,1.40164
123,1.39837
124,1.39516
125,1.392
126,1.38889
127,1.3937
128,1.39062
129,1.39535
130,1.4
131,1.39695
132,1.40152
133,1.3985
134,1.40299
135,1.4
136,1.39706
137,1.39416
138,1.3913
139,1.38849
140,1.39286
141,1.39007
142,1.39437
143,1.39161
144,1.39583
145,1.3931
146,1.39041
147,1.38776
148,1.38514
149,1.38926
150,1.38667
151,1.38411
152,1.38158
153,1.37908
154,1.38312
155,1.38065
156,1.37821
157,1.3758
158,1.37975
159,1.37736
160,1.38125
161,1.37888
162,1.38272
163,1.38037
164,1.38415
165,1.38182
166,1.37952
167,1.37725
168,1.38095
169,1.3787
170,1.38235
171,1.38012
172,1.37791
173,1.3815
174,1.37931
175,1.38286
176,1.38068
177,1.38418
178,1.38764
179,1.39106
180,1.38889
181,1.38674
182,1.38462
183,1.38251
184,1.38587
185,1.38919
186,1.3871
187,1.39037
188,1.3883
189,1.38624
190,1.38421
191,1.3822
192,1.38021
193,1.38342
194,1.38144
195,1.38462
196,1.38265
197,1.38071
198,1.37879
199,1.38191
200,1.385
201,1.38308
202,1.38614
203,1.38424
204,1.38235
205,1.38049
206,1.3835
207,1.38647
208,1.38462
209,1.38278
210,1.38095
211,1.37915
212,1.38208
213,1.38028
214,1.3785
215,1.37674
216,1.37963
217,1.38249
218,1.38532
219,1.38356
220,1.38182
221,1.38462
222,1.38288
223,1.38117
224,1.38393
225,1.38222
226,1.38053
227,1.38326
228,1.38158
229,1.37991
230,1.38261
231,1.38095
232,1.37931
233,1.37768
234,1.38034
235,1.37872
236,1.38136
237,1.38397
238,1.38235
239,1.38494
240,1.3875
241,1.38589
242,1.3843
243,1.38683
244,1.38934
245,1.38776
246,1.39024
247,1.38866
248,1.3871
249,1.38956
250,1.388
251,1.38645
252,1.38492
253,1.3834
254,1.38583
255,1.38824
256,1.38672
257,1.38521
258,1.3876
259,1.3861
260,1.38462
261,1.38314
262,1.3855
263,1.38783
264,1.39015
265,1.38868
266,1.38722
267,1.38577
268,1.38806
269,1.38662
270,1.38519
271,1.38376
272,1.38235
273,1.38095
274,1.37956
275,1.37818
276,1.38043
277,1.38267
278,1.38489
279,1.38351
280,1.38214
281,1.38078
282,1.37943
283,1.37809
284,1.37676
285,1.37895
286,1.37762
287,1.37631
288,1.37847
289,1.37716
290,1.37931
291,1.37801
292,1.38014
293,1.37884
294,1.38095
295,1.38305
296,1.38176
297,1.38047
298,1.37919
299,1.37793
300,1.37667
301,1.37542
302,1.37417
303,1.37294
304,1.375
305,1.37377
306,1.37582
307,1.37459
308,1.37662
309,1.3754
310,1.37742
311,1.37942
312,1.38141
313,1.38339
314,1.38535
315,1.3873
316,1.38608
317,1.38801
318,1.38994
319,1.38871
320,1.3875
321,1.38629
322,1.38509
323,1.387
324,1.38889
325,1.38769
326,1.3865
327,1.38838
328,1.3872
329,1.38906
330,1.38788
331,1.38973
332,1.38855
333,1.39039
334,1.38922
335,1.38806
336,1.38988
337,1.39169
338,1.39053
339,1.38938
340,1.39118
341,1.39003
342,1.38889
343,1.38776
344,1.38953
345,1.38841
346,1.39017
347,1.38905
348,1.38793
349,1.38682
350,1.38571
351,1.38462
352,1.38352
353,1.38527
354,1.38418
355,1.3831
356,1.38483
357,1.38655
358,1.38547
359,1.3844
360,1.38333
361,1.38227
362,1.38398
363,1.38567
364,1.38736
365,1.38904
366,1.39071
367,1.38965
368,1.3913
369,1.39295
370,1.39189
371,1.39353
372,1.39247
373,1.39142
374,1.39037
375,1.38933
376,1.39096
377,1.38992
378,1.39153
379,1.39314
380,1.39211
381,1.39108
382,1.39005
383,1.38903
384,1.38802
385,1.38701
386,1.38601
387,1.38501
388,1.38402
389,1.38303
390,1.38205
391,1.38107
392,1.38265
393,1.38168
394,1.38071
395,1.37975
396,1.38131
397,1.38287
398,1.38442
399,1.38596
400,1.385
401,1.38404
402,1.38308
403,1.38213
404,1.38119
405,1.38025
406,1.37931
407,1.38084
408,1.3799
409,1.37897
410,1.38049
411,1.382
412,1.38107
413,1.38015
414,1.38164
415,1.38313
416,1.38221
417,1.38369
418,1.38278
419,1.38186
420,1.38333
421,1.38242
422,1.38152
423,1.38061
424,1.37972
425,1.37882
426,1.37793
427,1.37939
428,1.3785
429,1.37762
430,1.37907
431,1.37819
432,1.37731
433,1.37644
434,1.37558
435,1.37471
436,1.37385
437,1.373
438,1.37215
439,1.3713
440,1.37045
441,1.36961
442,1.37104
443,1.3702
444,1.36937
445,1.36854
446,1.36996
447,1.37136
448,1.37054
449,1.36971
450,1.36889
451,1.36807
452,1.36947
453,1.36865
454,1.36784
455,1.36923
456,1.37061
457,1.3698
458,1.369
459,1.37037
460,1.37174
461,1.37093
462,1.37013
463,1.36933
464,1.36853
465,1.36774
466,1.36695
467,1.36617
468,1.36538
469,1.36461
470,1.36383
471,1.36306
472,1.36229
473,1.36152
474,1.36287
475,1.36211
476,1.36345
477,1.36478
478,1.36611
479,1.36743
480,1.36667
481,1.36798
482,1.36929
483,1.36853
484,1.36777
485,1.36701
486,1.36626
487,1.3655
488,1.36475
489,1.36401
490,1.36327
491,1.36456
492,1.36585
493,1.36714
494,1.3664
495,1.36768
496,1.36895
497,1.36821
498,1.36747
499,1.36874
500,1.37
501,1.36926
502,1.36853
503,1.36779
504,1.36905
505,1.36832
506,1.36759
507,1.36884
508,1.37008
509,1.37132
510,1.37059
511,1.36986
512,1.36914
513,1.36842
514,1.3677
515,1.36699
516,1.36628
517,1.36557
518,1.3668
519,1.36802
520,1.36731
521,1.3666
522,1.36782
523,1.36902
524,1.36832
525,1.36952
526,1.37072
527,1.37192
528,1.37121
529,1.37051
530,1.3717
531,1.371
532,1.37218
533,1.37336
534,1.37266
535,1.37196
536,1.37313
537,1.37244
538,1.37175
539,1.37106
540,1.37037
541,1.36969
542,1.369
543,1.36832
544,1.36765
545,1.36697
546,1.3663
547,1.36563
548,1.36496
549,1.3643
550,1.36364
551,1.36298
552,1.36232
553,1.36166
554,1.36282
555,1.36396
556,1.36511
557,1.36445
558,1.36559
559,1.36494
560,1.36607
561,1.3672
562,1.36655
563,1.3659
564,1.36525
565,1.3646
566,1.36396
567,1.36332
568,1.36268
569,1.3638
570,1.36316
571,1.36252
572,1.36189
573,1.36126
574,1.36063
575,1.36174
576,1.36285
577,1.36222
578,1.36159
579,1.36097
580,1.36207
581,1.36317
582,1.36426
583,1.36364
584,1.36301
585,1.36239
586,1.36348
587,1.36286
588,1.36224
589,1.36163
590,1.36102
591,1.36041
592,1.3598
593,1.36088
594,1.36195
595,1.36134
596,1.36074
597,1.36013
598,1.35953
599,1.35893
600,1.35833
601,1.35774
602,1.35714
603,1.35655
604,1.35762
605,1.35702
606,1.35644
607,1.3575
608,1.35855
609,1.35796
610,1.35738
611,1.35843
612,1.35784
613,1.35889
614,1.35831
615,1.35772
616,1.35877
617,1.35818
618,1.35922
619,1.36026
620,1.35968
621,1.3591
622,1.35852
623,1.35795
624,1.35737
625,1.3568
626,1.35623
627,1.35726
628,1.35669
629,1.35612
630,1.35714
631,1.35816
632,1.35759
633,1.35703
634,1.35804
635,1.35748
636,1.35849
637,1.35793
638,1.35893
639,1.35994
640,1.35938
641,1.35881
642,1.35826
643,1.35925
644,1.3587
645,1.35814
646,1.35759
647,1.35858
648,1.35957
649,1.36055
650,1.36154
651,1.36098
652,1.36196
653,1.36141
654,1.36239
655,1.36183
656,1.36128
657,1.36225
658,1.3617
659,1.36115
660,1.36061
661,1.36006
662,1.35952
663,1.36048
664,1.35994
665,1.3609
666,1.36036
667,1.36132
668,1.36228
669,1.36173
670,1.36119
671,1.36066
672,1.36012
673,1.35958
674,1.35905
675,1.35852
676,1.35799
677,1.35746
678,1.35841
679,1.35935
680,1.35882
681,1.3583
682,1.35924
683,1.35871
684,1.35819
685,1.35766
686,1.35714
687,1.35808
688,1.35756
689,1.35849
690,1.35942
691,1.3589
692,1.35838
693,1.35786
694,1.35735
695,1.35683
696,1.35776
697,1.35725
698,1.35673
699,1.35622
700,1.35714
701,1.35806
702,1.35755
703,1.35846
704,1.35795
705,1.35887
706,1.35836
707,1.35785
708,1.35876
709,1.35966
710,1.35915
711,1.36006
712,1.35955
713,1.36045
714,1.35994
715,1.36084
716,1.36034
717,1.36123
718,1.36212
719,1.36161
720,1.36111
721,1.36061
722,1.3615
723,1.36238
724,1.36188
725,1.36276
726,1.36226
727,1.36176
728,1.36126
729,1.36077
730,1.36027
731,1.35978
732,1.35929
733,1.3588
734,1.35831
735,1.35782
736,1.35734
737,1.35821
738,1.35908
739,1.35859
740,1.35811
741,1.35762
742,1.35849
743,1.35935
744,1.36022
745,1.36107
746,1.36059
747,1.36145
748,1.3623
749,1.36315
750,1.364
751,1.36485
752,1.36436
753,1.36521
754,1.36472
755,1.36556
756,1.36508
757,1.3646
758,1.36412
759,1.36364
760,1.36316
761,1.36268
762,1.36352
763,1.36304
764,1.36257
765,1.36209
766,1.36292
767,1.36245
768,1.36198
769,1.36281
770,1.36234
771,1.36187
772,1.3614
773,1.36223
774,1.36305
775,1.36258
776,1.3634
777,1.36293
778,1.36375
779,1.36457
780,1.36538
781,1.3662
782,1.36701
783,1.36782
784,1.36862
785,1.36815
786,1.36768
787,1.36722
788,1.36802
789,1.36755
790,1.36709
791,1.36662
792,1.36742
793,1.36696
794,1.3665
795,1.36604
796,1.36683
797,1.36637
798,1.36591
799,1.36546
800,1.365
801,1.36454
802,1.36409
803,1.36364
804,1.36318
805,1.36273
806,1.36228
807,1.36183
808,1.36139
809,1.36218
810,1.36173
811,1.36252
812,1.36207
813,1.36162
814,1.36241
815,1.36196
816,1.36152
817,1.36108
818,1.36186
819,1.36142
820,1.36098
821,1.36175
822,1.36131
823,1.36209
824,1.36286
825,1.36364
826,1.3632
827,1.36397
828,1.36353
829,1.36429
830,1.36386
831,1.36342
832,1.36418
833,1.36375
834,1.36451
835,1.36407
836,1.36364
837,1.3644
838,1.36516
839,1.36472
840,1.36548
841,1.36504
842,1.36461
843,1.36418
844,1.36493
845,1.36568
846,1.36525
847,1.36482
848,1.36439
849,1.36396
850,1.36353
851,1.3631
852,1.36268
853,1.36342
854,1.363
855,1.36257
856,1.36215
857,1.36173
858,1.36131
859,1.36205
860,1.36279
861,1.36353
862,1.36427
863,1.36385
864,1.36343
865,1.36301
866,1.36374
867,1.36448
868,1.36406
869,1.36364
870,1.36322
871,1.36395
872,1.36468
873,1.36426
874,1.36499
875,1.36457
876,1.3653
877,1.36488
878,1.36446
879,1.36405
880,1.36477
881,1.36436
882,1.36395
883,1.36353
884,1.36425
885,1.36384
886,1.36343
887,1.36415
888,1.36486
889,1.36558
890,1.36517
891,1.36476
892,1.36435
893,1.36506
894,1.36577
895,1.36648
896,1.36719
897,1.36678
898,1.36748
899,1.36707
900,1.36667
901,1.36626
902,1.36585
903,1.36545
904,1.36504
905,1.36575
906,1.36645
907,1.36604
908,1.36564
909,1.36524
910,1.36484
911,1.36443
912,1.36404
913,1.36364
914,1.36324
915,1.36284
916,1.36245
917,1.36205
918,1.36166
919,1.36126
920,1.36196
921,1.36156
922,1.36117
923,1.36078
924,1.36039
925,1.36
926,1.35961
927,1.3603
928,1.36099
929,1.3606
930,1.36129
931,1.3609
932,1.36052
933,1.36013
934,1.35974
935,1.35936
936,1.35897
937,1.35859
938,1.35821
939,1.35783
940,1.35745
941,1.35813
942,1.35775
943,1.35737
944,1.35699
945,1.35767
946,1.35729
947,1.35692
948,1.35654
949,1.35616
950,1.35579
951,1.35647
952,1.35609
953,1.35677
954,1.35744
955,1.35812
956,1.35774
957,1.35737
958,1.35699
959,1.35662
960,1.35625
961,1.35692
962,1.35759
963,1.35826
964,1.35788
965,1.35855
966,1.35818
967,1.35781
968,1.35847
969,1.35913
970,1.35876
971,1.35839
972,1.35802
973,1.35868
974,1.35832
975,1.35795
976,1.35758
977,1.35824
978,1.35787
979,1.35751
980,1.35714
981,1.35678
982,1.35642
983,1.35605
984,1.35671
985,1.35635
986,1.35598
987,1.35562
988,1.35526
989,1.3549
990,1.35455
991,1.3552
992,1.35484
993,1.35549
994,1.35513
995,1.35578
996,1.35643
997,1.35707
998,1.35671
999,1.35636
1000,1.356
